@type,country,countryCode,county,countyId,data_max_gap,data_max_year,data_min_year,data_nyears,data_success,externalIds,geometry,icaoCodes,id,masl,municipality,municipalityId,name,shipCodes,shortName,stationHolders,validFrom,wigosId,wmoId
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2004,16,True,"['01052', '10.249.0.53', 'ENHF']","{'@type': 'Point', 'coordinates': [23.6772, 70.6807], 'nearest': False}",['ENHF'],SN94280,81.0,HAMMERFEST,5406,HAMMERFEST LUFTHAVN,,Hammerfest,"['MET.NO', 'AVINOR']",1974-08-01T00:00:00.000Z,0-20000-0-01052,1052.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,9.0,2019,1957,49,True,"['01059', '10.249.0.51', 'ENNA']","{'@type': 'Point', 'coordinates': [24.99, 70.06], 'nearest': False}",['ENNA'],SN95350,5.0,PORSANGER,5436,BANAK,,Banak,['AVINOR'],1945-08-01T00:00:00.000Z,0-20000-0-01059,1059.0
SensorSystem,Norge,NO,AGDER,42.0,2.0,2019,1941,78,True,"['01452', '10.249.0.47', 'ENCN']","{'@type': 'Point', 'coordinates': [8.0767, 58.2], 'nearest': False}",['ENCN'],SN39040,12.0,KRISTIANSAND,4204,KJEVIK,,Kjevik,"['MET.NO', 'AVINOR']",1939-06-01T00:00:00.000Z,0-20000-0-01452,1452.0
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,1.0,2012,2011,2,True,"['01006', '300134010717180', '300234011935560']","{'@type': 'Point', 'coordinates': [22.8225, 78.2508], 'nearest': False}",,SN99735,14.0,SVALBARD,2100,EDGEØYA - KAPP HEUGLIN,,Edgeøya,['MET.NO'],1992-09-03T00:00:00.000Z,0-20000-0-01006,1006.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2011,9,True,"['01250', '212.169.107.105']","{'@type': 'Point', 'coordinates': [9.9947, 62.1282], 'nearest': False}",,SN9160,694.0,FOLLDAL,3429,FOLLDAL - FREDHEIM,,Folldal ,['Private owner'],2011-02-11T00:00:00.000Z,0-20000-0-01250,1250.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,3.0,2019,1955,61,True,"['01055', '10.249.0.171']","{'@type': 'Point', 'coordinates': [23.9817, 71.0937], 'nearest': False}",,SN94500,13.0,MÅSØY,5434,FRUHOLMEN FYR,,Fruholmen fyr,['MET.NO'],1867-09-01T00:00:00.000Z,0-20000-0-01055,1055.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2012,2011,2,True,"['01192', '10.249.0.129']","{'@type': 'Point', 'coordinates': [17.662, 68.432], 'nearest': False}",,SN84500,200.0,NARVIK,1806,STRAUMSNES,,Straumsnes,['BANE NOR'],2011-01-25T00:00:00.000Z,0-20000-0-01192,1192.0
SensorSystem,Norge,NO,VIKEN,30.0,11.0,2019,1901,104,True,"['01463', '1463']","{'@type': 'Point', 'coordinates': [10.7818, 59.6605], 'nearest': False}",,SN17850,92.0,ÅS,3021,ÅS,,Ås (NMBU),"['MET.NO', 'NORGES MILJØ- OG BIOVITENSKAPELIGE UNIVERSITET']",1874-01-01T00:00:00.000Z,0-20000-0-01463,1463.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2017,1970,48,True,['01318'],"{'@type': 'Point', 'coordinates': [6.1837, 61.788], 'nearest': False}",,SN58070,51.0,GLOPPEN,4650,SANDANE,,Sandane,['MET.NO'],1957-06-01T00:00:00.000Z,,
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2012,2007,6,True,"['01358', '10.249.0.235', '10.249.0.45', '1358']","{'@type': 'Point', 'coordinates': [8.593, 60.8548], 'nearest': False}",,SN25110,604.0,HEMSEDAL,3042,HEMSEDAL II,,Hemsedal,['MET.NO'],2005-11-14T00:00:00.000Z,0-20000-0-01358,1358.0
SensorSystem,Norge,NO,NORSKEHAVET,24.0,,2011,2011,1,True,"['1302', '3ERR2', '6301001', 'BUOY1', 'LIPI']","{'@type': 'Point', 'coordinates': [5, 63.5], 'nearest': False}",,SN76933,,NORSKEHAVET,2400,ORMEN LANGE,"['3ERR2', '6301001', 'BUOY1', 'LIPI']",Ormen Lange,['NORSKE SHELL'],2007-09-12T00:00:00.000Z,0-578-0-76933,
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,2.0,2019,2004,15,True,"['10.249.0.9', '1479', 'ENNO']","{'@type': 'Point', 'coordinates': [9.2105, 59.5667], 'nearest': False}",['ENNO'],SN30650,20.0,NOTODDEN,3808,NOTODDEN FLYPLASS,,Notodden flypl,['NOTODDEN LUFTHAVN'],1970-03-05T00:00:00.000Z,0-578-0-30650,1479.0
SensorSystem,Norge,NO,NORSKEHAVET,24.0,3.0,2017,2010,5,True,"['1202', 'ENDR', 'LF3F']","{'@type': 'Point', 'coordinates': [7.77915, 64.352], 'nearest': False}",['ENDR'],SN76925,55.0,NORSKEHAVET,2400,DRAUGEN,['LF3F'],Draugen,['OKEA AS'],1993-10-01T00:00:00.000Z,0-578-0-76925,1202.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2004,16,True,"['01373', '10.249.0.212']","{'@type': 'Point', 'coordinates': [9.1323, 60.567], 'nearest': False}",,SN24890,166.0,NESBYEN,3040,NESBYEN - TODOKK,,Nesbyen,['MET.NO'],2003-11-17T00:00:00.000Z,0-20000-0-01373,1373.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,3.0,2019,2002,16,True,"['01270', '1270', '29']","{'@type': 'Point', 'coordinates': [10.8795, 63.4882], 'nearest': False}",,SN69150,27.0,STJØRDAL,5035,KVITHAMAR,,Kvithamar,['NIBIO'],1987-05-12T00:00:00.000Z,0-20000-0-01270,1270.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,1916,1903,14,True,,"{'@type': 'Point', 'coordinates': [6.6498, 58.28415], 'nearest': False}",,SN42650,5.0,FLEKKEFJORD,4207,FLEKKEFJORD,,Flekkefjord,['MET.NO'],1940-11-01T00:00:00.000Z,0-578-0-42650,
SensorSystem,Svalbard og Jan Mayen,SJ,SVALBARD,21.0,,2010,2010,1,True,"['01003', '300125010101770']","{'@type': 'Point', 'coordinates': [15.5358, 77.0017], 'nearest': False}",,SN99754,10.0,SVALBARD,2100,HORNSUND,,Hornsund,['DEN POLSKE FORSKNINGSSTASJONEN'],1985-06-01T00:00:00.000Z,0-20000-0-01003,1003.0
SensorSystem,Norge,NO,NORDLAND,18.0,2.0,2019,2004,15,True,"['01122', '10.249.0.15', 'ENMS']","{'@type': 'Point', 'coordinates': [13.218, 65.7842], 'nearest': False}",['ENMS'],SN77230,72.0,VEFSN,1824,MOSJØEN LUFTHAVN,,Mosjøen LH,"['AVINOR', 'MET.NO']",1987-01-01T00:00:00.000Z,0-20000-0-01122,1122.0
SensorSystem,Norge,NO,VIKEN,30.0,7.0,2019,1914,99,True,"['01486', '10.249.0.193', '501151120']","{'@type': 'Point', 'coordinates': [10.4358, 59.8558], 'nearest': False}",,SN19710,163.0,ASKER,3025,ASKER,,Asker - Sem,['MET.NO'],1913-01-01T00:00:00.000Z,,1486.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2005,15,True,"['01392', '10.249.1.156']","{'@type': 'Point', 'coordinates': [12.0125, 60.6142], 'nearest': False}",,SN6020,185.0,ÅSNES,3418,FLISA II,,Flisa,['MET.NO'],2003-11-17T00:00:00.000Z,0-20000-0-01392,1392.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2013,7,True,['74'],"{'@type': 'Point', 'coordinates': [10.4047, 59.6027], 'nearest': False}",,SN26950,4.0,DRAMMEN,3005,SVELVIK - KNEM,,Svelvik - Knem,['NIBIO'],2005-01-01T00:00:00.000Z,,
SensorSystem,Norge,NO,INNLANDET,34.0,10.0,2019,1979,31,True,"['01366', '10.249.0.181', '75.93']","{'@type': 'Point', 'coordinates': [7.9957, 61.5648], 'nearest': False}",,SN55290,1413.0,LOM,3434,SOGNEFJELLHYTTA,,Sognefjellhytta,"['MET.NO', 'NVE']",1978-12-01T00:00:00.000Z,0-20000-0-01366,1366.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2005,15,True,"['01141', '10.249.0.17', '10.249.0.177', 'ENLK']","{'@type': 'Point', 'coordinates': [13.615, 68.155], 'nearest': False}",['ENLK'],SN85560,26.0,VESTVÅGØY,1860,LEKNES LUFTHAVN,,Leknes LH,"['MET.NO', 'AVINOR']",1972-06-01T00:00:00.000Z,0-20000-0-01141,1141.0
SensorSystem,Norge,NO,ROGALAND,11.0,,2012,2012,1,True,"['01414', '10.249.0.161']","{'@type': 'Point', 'coordinates': [5.078, 59.4382], 'nearest': False}",,SN47350,25.0,HAUGESUND,1106,RØVÆR,,Røvær ,['MET.NO'],2011-04-14T00:00:00.000Z,0-20000-0-01414,1414.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2011,2,True,"['01364', '10.249.0.149', '73.11']","{'@type': 'Point', 'coordinates': [8.1125, 61.178], 'nearest': False}",,SN54710,956.0,VANG,3454,FILEFJELL - KYRKJESTØLANE,,Filefjell,['MET.NO'],1967-01-01T00:00:00.000Z,0-20000-0-01364,1364.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,2019,2012,8,True,"['01444', '10.249.0.169']","{'@type': 'Point', 'coordinates': [7.5273, 59.1972], 'nearest': False}",,SN40250,308.0,VALLE,4221,VALLE,,Valle,['MET.NO'],1872-01-01T00:00:00.000Z,0-20000-0-01444,1444.0
SensorSystem,Norge,NO,AGDER,42.0,2.0,1976,1972,4,True,,"{'@type': 'Point', 'coordinates': [6.709, 58.6642], 'nearest': False}",,SN42810,55.0,SIRDAL,4228,TONSTAD - NETTFED,,Tonstad (Øst),['SIRA-KVINA KRAFTSELSKAP'],1972-01-01T00:00:00.000Z,0-578-0-42810,
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2019,2000,20,True,"['01344', '10.249.0.132']","{'@type': 'Point', 'coordinates': [6.9373, 60.7022], 'nearest': False}",,SN51800,695.0,VOSS,4621,MJØLFJELL UH,,Mjølfjell,['MET.NO'],1999-06-01T00:00:00.000Z,0-20000-0-01344,1344.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2018,2010,9,True,"['11', '1472']","{'@type': 'Point', 'coordinates': [12.0913, 60.2537], 'nearest': False}",,SN5660,170.0,KONGSVINGER,3401,ROVERUD,,Roverud,['NIBIO'],1991-01-01T00:00:00.000Z,0-578-0-5660,
SensorSystem,Norge,NO,ROGALAND,11.0,1.0,2019,2006,14,True,"['01413', '1413', '25']","{'@type': 'Point', 'coordinates': [5.6508, 58.7605], 'nearest': False}",,SN44300,87.0,KLEPP,1120,SÆRHEIM,,Særheim,['NIBIO'],1987-01-01T00:00:00.000Z,0-20000-0-01413,1413.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2007,13,True,['01471'],"{'@type': 'Point', 'coordinates': [9.1468, 60.0435], 'nearest': False}",,SN28922,275.0,ROLLAG,3051,VEGGLI II,,Veggli,['MET.NO'],2006-07-05T00:00:00.000Z,0-20000-0-01471,1471.0
SensorSystem,Norge,NO,INNLANDET,34.0,3.0,2019,2004,14,True,['01383'],"{'@type': 'Point', 'coordinates': [11.0803, 61.4255], 'nearest': False}",,SN8140,257.0,STOR-ELVDAL,3423,EVENSTAD,,Evenstad,['MET.NO'],2001-10-27T00:00:00.000Z,,1383.0
SensorSystem,Norge,NO,VESTLAND,46.0,1.0,2012,2011,2,True,"['01315', '10.249.0.101']","{'@type': 'Point', 'coordinates': [6.1105, 60.647], 'nearest': False}",,SN51440,17.0,VOSS,4621,EVANGER,,Evanger,['BANE NOR'],2010-12-13T00:00:00.000Z,0-20000-0-01315,1315.0
SensorSystem,Norge,NO,NORDLAND,18.0,,2012,2012,1,True,"['01148', '10.249.0.82']","{'@type': 'Point', 'coordinates': [14.53, 66.3962], 'nearest': False}",,SN79700,110.0,RANA,1833,STORFORSHEI,,Storforshei,['BANE NOR'],2011-06-09T00:00:00.000Z,0-20000-0-01148,1148.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2010,1999,11,True,['13'],"{'@type': 'Point', 'coordinates': [17.9008, 69.2342], 'nearest': False}",,SN88200,9.0,SENJA,5421,SENJA - LAUKHELLA,,Laukhella,['MET.NO'],1997-08-01T00:00:00.000Z,0-578-0-88200,
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2012,2008,5,True,"['01099', '10.249.0.71', 'ENSS']","{'@type': 'Point', 'coordinates': [31.044, 70.3545], 'nearest': False}",['ENSS'],SN98580,12.0,VARDØ,5404,VARDØ LUFTHAVN,,Vardø LH,['AVINOR'],1998-10-07T00:00:00.000Z,0-20000-0-01099,1099.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,2019,2007,13,True,"['01488', '10.249.0.66']","{'@type': 'Point', 'coordinates': [10.829, 60.1173], 'nearest': False}",,SN4460,170.0,NITTEDAL,3031,HAKADAL JERNBANESTASJON,,Hakadal,['BANE NOR'],2007-01-08T00:00:00.000Z,0-20000-0-01488,1488.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,1.0,2019,2004,16,True,"['01282', '10.249.0.32', 'ENRM']","{'@type': 'Point', 'coordinates': [11.1408, 64.835], 'nearest': False}",['ENRM'],SN75220,4.0,NÆRØYSUND,5060,RØRVIK LUFTHAVN,,Rørvik,['AVINOR'],1989-01-01T00:00:00.000Z,0-20000-0-01282,1282.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,1.0,2019,2008,12,True,['01221'],"{'@type': 'Point', 'coordinates': [9.0878, 63.0493], 'nearest': False}",,SN64870,410.0,SURNADAL,1566,TÅGDALEN,,Tågdalen,['VITENSKAPSMUSEET NTNU'],2007-11-21T00:00:00.000Z,0-20000-0-01221,1221.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,,2010,2010,1,True,['10.249.0.124'],"{'@type': 'Point', 'coordinates': [20.5795, 69.2235], 'nearest': False}",,SN91430,502.0,STORFJORD,5425,RIHPOJAVRI,,Rieppi,['MET.NO'],2003-10-13T00:00:00.000Z,0-578-0-91430,
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2012,2011,2,True,"['01018', '1018', '157.249.146.50']","{'@type': 'Point', 'coordinates': [16.003, 69.2413], 'nearest': False}",,SN87120,436.0,ANDØY,1871,ANDØYA - TROLLTINDEN,,Trolltinden,['MET.NO'],2007-08-01T00:00:00.000Z,0-20000-0-01018,1018.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2000,20,True,"['01362', '10.249.0.134', '10.249.0.183', '10.249.0.184']","{'@type': 'Point', 'coordinates': [8.369, 61.6775], 'nearest': False}",,SN15270,1894.0,LOM,3434,JUVVASSHØE,,Juvvasshøe,['MET.NO'],1999-09-17T00:00:00.000Z,0-20000-0-01362,1362.0
SensorSystem,Norge,NO,NORDSJØEN,26.0,4.0,2012,2007,3,True,"['1404', 'ENHM', 'LF4H']","{'@type': 'Point', 'coordinates': [2.2273, 59.5742], 'nearest': False}",['ENHM'],SN76932,59.0,NORDSJØEN,2600,HEIMDAL,['LF4H'],Heimdal,['STATOIL ASA'],2003-01-01T00:00:00.000Z,0-578-0-76932,1404.0
SensorSystem,Norge,NO,OSLO,3.0,23.0,2019,1928,66,True,"['01490', '10.249.0.2']","{'@type': 'Point', 'coordinates': [10.6693, 59.9847], 'nearest': False}",,SN18950,514.0,OSLO,301,TRYVANNSHØGDA,,Tryvannshøgda,['MET.NO'],1927-08-01T00:00:00.000Z,0-20000-0-01490,1490.0
SensorSystem,Norge,NO,NORDLAND,18.0,1.0,2019,2003,17,True,"['01107', '10.249.0.180', 'ENRS']","{'@type': 'Point', 'coordinates': [12.1038, 67.5267], 'nearest': False}",['ENRS'],SN85890,4.0,RØST,1856,RØST LUFTHAVN,,Røst,"['AVINOR', 'MET.NO']",1986-07-01T00:00:00.000Z,0-20000-0-01107,1107.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,2.0,2019,1921,97,True,"['01026', '1']","{'@type': 'Point', 'coordinates': [18.9368, 69.6536], 'nearest': False}",,SN90450,100.0,TROMSØ,5401,TROMSØ,,Tromsø,['MET.NO'],1895-08-01T00:00:00.000Z,0-20000-0-01026,1026.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,2010,10,True,"['01387', '1387', '36']","{'@type': 'Point', 'coordinates': [10.1872, 61.4582], 'nearest': False}",,SN13150,200.0,RINGEBU,3439,FÅVANG,,Fåvang,['NIBIO'],2009-11-18T00:00:00.000Z,0-20000-0-01387,1387.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,33.0,2019,1900,87,True,"['01262', '10.249.0.119', '300125061929020']","{'@type': 'Point', 'coordinates': [10.5493, 64.7977], 'nearest': False}",,SN75410,33.0,NÆRØYSUND,5060,NORDØYAN FYR,,Nordøyan fyr,['MET.NO'],1890-12-01T00:00:00.000Z,0-20000-0-01262,1262.0
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2012,2004,8,True,['01329'],"{'@type': 'Point', 'coordinates': [6.2805, 60.3631], 'nearest': False}",,SN50070,49.0,KVAM,4622,KVAMSØY,,Kvamsøy,['MET.NO'],2003-11-16T00:00:00.000Z,0-20000-0-01329,1329.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2019,1969,51,True,"['01238', '10.249.0.158']","{'@type': 'Point', 'coordinates': [9.2862, 62.1133], 'nearest': False}",,SN16610,973.0,DOVRE,3431,FOKSTUGU,,Fokstugu,['MET.NO'],1968-06-01T00:00:00.000Z,0-20000-0-01238,1238.0
SensorSystem,Norge,NO,NORDLAND,18.0,15.0,2019,1998,8,True,"['01169', '10.249.0.201', '10.249.1.61']","{'@type': 'Point', 'coordinates': [15.3155, 66.9368], 'nearest': False}",,SN81650,39.0,SALTDAL,1840,SALTDAL - NORDNES,,Saltdal,['MET.NO'],1997-06-01T00:00:00.000Z,0-20000-0-01169,1169.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,5.0,2019,1979,35,True,"['01212', '10.249.0.231']","{'@type': 'Point', 'coordinates': [6.5378, 62.8585], 'nearest': False}",,SN62480,20.0,ÅLESUND,1507,ONA II,,Ona,['MET.NO'],1978-09-01T00:00:00.000Z,0-20000-0-01212,1212.0
SensorSystem,Norge,NO,MØRE OG ROMSDAL,15.0,2.0,2019,1956,62,True,"['01205', '10.249.1.56']","{'@type': 'Point', 'coordinates': [5.268, 62.3293], 'nearest': False}",,SN59800,38.0,HERØY,1515,SVINØY FYR,,Svinøy fyr,['MET.NO'],1955-06-01T00:00:00.000Z,0-20000-0-01205,1205.0
SensorSystem,Norge,NO,VIKEN,30.0,1.0,1990,1964,27,True,,"{'@type': 'Point', 'coordinates': [8.9478, 60.7188], 'nearest': False}",,SN24960,542.0,GOL,3041,GOL - STAKE,,Gol,['MET.NO'],1963-12-01T00:00:00.000Z,0-578-0-24960,
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2012,2006,6,True,['01340'],"{'@type': 'Point', 'coordinates': [7.2798, 60.4085], 'nearest': False}",,SN49800,735.0,EIDFJORD,4619,FET I EIDFJORD,,Fet i Eidfjord,['MET.NO'],1884-09-01T00:00:00.000Z,0-20000-0-01340,1340.0
SensorSystem,Norge,NO,TROMS OG FINNMARK,54.0,1.0,2019,2015,5,True,"['01064', '10.249.1.32']","{'@type': 'Point', 'coordinates': [25.346, 69.3003], 'nearest': False}",,SN97710,591.0,KARASJOK,5437,ISKORAS II,,Iškoras ,['MET.NO'],2014-09-15T00:00:00.000Z,0-20000-0-01064,1064.0
SensorSystem,Norge,NO,INNLANDET,34.0,1.0,2012,2007,6,True,['01468'],"{'@type': 'Point', 'coordinates': [12.0067, 60.1903], 'nearest': False}",,SN5590,148.0,KONGSVINGER,3401,KONGSVINGER,,Kongsvinger,['MET.NO'],2006-07-01T00:00:00.000Z,0-20000-0-01468,1468.0
SensorSystem,Norge,NO,NORSKEHAVET,24.0,3.0,2019,1999,15,True,"['1201', 'ENHE', 'LF3N']","{'@type': 'Point', 'coordinates': [7.3156, 65.32285], 'nearest': False}",['ENHE'],SN76928,68.0,NORSKEHAVET,2400,HEIDRUN,['LF3N'],Heidrun,['STATOIL ASA'],1995-10-21T00:00:00.000Z,0-578-0-76928,1201.0
SensorSystem,Norge,NO,TRØNDELAG,50.0,2.0,2019,2008,11,True,"['01291', '10.249.0.77']","{'@type': 'Point', 'coordinates': [12.3837, 64.531], 'nearest': False}",,SN73550,95.0,GRONG,5045,GARTLAND,,Gartland,['BANE NOR'],2007-12-15T00:00:00.000Z,0-20000-0-01291,1291.0
SensorSystem,Norge,NO,NORDLAND,18.0,2.0,2019,1993,26,True,"['01115', '10.249.0.230']","{'@type': 'Point', 'coordinates': [12.486, 66.7628], 'nearest': False}",,SN80610,17.0,RØDØY,1836,MYKEN,,Myken,['MET.NO'],1992-10-15T00:00:00.000Z,0-20000-0-01115,1115.0
SensorSystem,Norge,NO,VESTLAND,46.0,2.0,2019,2006,13,True,"['01307', '10.249.0.205']","{'@type': 'Point', 'coordinates': [4.715, 60.7525], 'nearest': False}",,SN52535,19.0,FEDJE,4633,FEDJE,,Fedje,['MET.NO'],2004-08-23T00:00:00.000Z,0-20000-0-01307,1307.0
SensorSystem,Norge,NO,AGDER,42.0,1.0,2019,2017,3,True,['1439'],"{'@type': 'Point', 'coordinates': [7.4388, 58.2772], 'nearest': False}",,SN41175,280.0,LINDESNES,4205,LAUDAL - KLEIVEN,,Kleiven,['MET.NO'],2016-06-17T00:00:00.000Z,0-20000-0-01439,1439.0
SensorSystem,Norge,NO,VESTFOLD OG TELEMARK,38.0,2.0,2019,2004,15,True,['01476'],"{'@type': 'Point', 'coordinates': [9.5745, 58.8565], 'nearest': False}",,SN34130,3.0,KRAGERØ,3814,JOMFRULAND,,Jomfruland,['MET.NO'],1994-08-24T00:00:00.000Z,0-20000-0-01476,1476.0
